Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Medication,Precaution_1,Precaution_2,Precaution_3,Precaution_4,All_Symptoms,Symptoms_with_Severity
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' spinning_movements']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' spinning_movements', 6)]"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring']","[(' skin_rash', 3), (' pus_filled_pimples', 2), (' blackheads', 2), (' scurring', 2)]"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine']","[(' burning_micturition', 6), (' bladder_discomfort', 4), (' foul_smell_of urine', None), (' continuous_feel_of_urine', 6)]"
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting,"['Topical treatments', 'Phototherapy', 'Systemic medications', 'Biologics', 'Coal tar']",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths,"[' skin_rash', ' joint_pain', ' skin_peeling', ' silver_like_dusting']","[(' skin_rash', 3), (' joint_pain', 3), (' skin_peeling', 3), (' silver_like_dusting', 2)]"
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose,"['Topical antibiotics', 'Oral antibiotics', 'Antiseptics', 'Ointments', 'Warm compresses']",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor,"[' skin_rash', ' high_fever', ' blister', ' red_sore_around_nose']","[(' skin_rash', 3), (' high_fever', 7), (' blister', 4), (' red_sore_around_nose', 2)]"
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,"['Antifungal Cream', 'Fluconazole', 'Terbinafine', 'Clotrimazole', 'Ketoconazole']",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths,"['itching', ' skin_rash', ' nodal_skin_eruptions', ' dischromic _patches']","[('itching', 1), (' skin_rash', 3), (' nodal_skin_eruptions', 4), (' dischromic _patches', None)]"
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,"['Antihistamines', 'Decongestants', 'Epinephrine', 'Corticosteroids', 'Immunotherapy']",apply calamine,cover area with bandage,,use ice to compress itching,"[' continuous_sneezing', ' shivering', ' chills', ' watering_from_eyes']","[(' continuous_sneezing', 4), (' shivering', 5), (' chills', 3), (' watering_from_eyes', 4)]"
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,"['Proton Pump Inhibitors (PPIs)', 'H2 Blockers', 'Antacids', 'Prokinetics', 'Antibiotics']",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise,"[' stomach_pain', ' acidity', ' ulcers_on_tongue', ' vomiting']","[(' stomach_pain', 5), (' acidity', 3), (' ulcers_on_tongue', 4), (' vomiting', 5)]"
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']",cold baths,anti itch medicine,consult doctor,eat healthy,"['itching', ' vomiting', ' yellowish_skin', ' nausea']","[('itching', 1), (' vomiting', 5), (' yellowish_skin', 3), (' nausea', 5)]"
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']",stop irritation,consult nearest hospital,stop taking drug,follow up,"['itching', ' skin_rash', ' stomach_pain', ' burning_micturition']","[('itching', 1), (' skin_rash', 3), (' stomach_pain', 5), (' burning_micturition', 6)]"
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,,avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol,"[' vomiting', ' indigestion', ' loss_of_appetite', ' abdominal_pain']","[(' vomiting', 5), (' indigestion', 5), (' loss_of_appetite', 4), (' abdominal_pain', 4)]"
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']",avoid open cuts,wear ppe if possible,consult doctor,follow up,"[' muscle_wasting', ' patches_in_throat', ' high_fever', ' extra_marital_contacts']","[(' muscle_wasting', 3), (' patches_in_throat', 6), (' high_fever', 7), (' extra_marital_contacts', 5)]"
Diabetes , fatigue, weight_loss, restlessness, lethargy,,have balanced diet,exercise,consult doctor,follow up,"[' fatigue', ' weight_loss', ' restlessness', ' lethargy']","[(' fatigue', 4), (' weight_loss', 3), (' restlessness', 5), (' lethargy', 2)]"
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,"['Antibiotics', 'Antiemetic drugs', 'Antidiarrheal drugs', 'IV fluids', 'Probiotics']",stop eating solid food for while,try taking small sips of water,rest,ease back into eating,"[' vomiting', ' sunken_eyes', ' dehydration', ' diarrhoea']","[(' vomiting', 5), (' sunken_eyes', 3), (' dehydration', 4), (' diarrhoea', 6)]"
Bronchial Asthma, fatigue, cough, high_fever, breathlessness,"['Bronchodilators', 'Inhaled corticosteroids', 'Leukotriene modifiers', 'Mast cell stabilizers', 'Anticholinergics']",switch to loose cloothing,take deep breaths,get away from trigger,seek help,"[' fatigue', ' cough', ' high_fever', ' breathlessness']","[(' fatigue', 4), (' cough', 4), (' high_fever', 7), (' breathlessness', 4)]"
Hypertension , headache, chest_pain, dizziness, loss_of_balance,,meditation,salt baths,reduce stress,get proper sleep,"[' headache', ' chest_pain', ' dizziness', ' loss_of_balance']","[(' headache', 3), (' chest_pain', 7), (' dizziness', 4), (' loss_of_balance', 4)]"
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,"['Analgesics', 'Triptans', 'Ergotamine derivatives', 'Preventive medications', 'Biofeedback']",meditation,reduce stress,use poloroid glasses in sun,consult doctor,"[' acidity', ' indigestion', ' headache', ' blurred_and_distorted_vision']","[(' acidity', 3), (' indigestion', 5), (' headache', 3), (' blurred_and_distorted_vision', 5)]"
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,"['Pain relievers', 'Muscle relaxants', 'Physical therapy', 'Neck braces', 'Corticosteroids']",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor,"[' back_pain', ' weakness_in_limbs', ' neck_pain', ' dizziness']","[(' back_pain', 3), (' weakness_in_limbs', 7), (' neck_pain', 5), (' dizziness', 4)]"
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,"['Blood thinners', 'Clot-dissolving medications', 'Anticonvulsants', 'Physical therapy', 'Occupational therapy']",massage,eat healthy,exercise,consult doctor,"[' vomiting', ' headache', ' weakness_of_one_body_side', ' altered_sensorium']","[(' vomiting', 5), (' headache', 3), (' weakness_of_one_body_side', 4), (' altered_sensorium', 2)]"
Jaundice,itching, vomiting, fatigue, weight_loss,"['IV fluids', 'Blood transfusions', 'Liver transplant', 'Medications for itching', 'Antiviral medications']",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication,"['itching', ' vomiting', ' fatigue', ' weight_loss']","[('itching', 1), (' vomiting', 5), (' fatigue', 4), (' weight_loss', 3)]"
Malaria, chills, vomiting, high_fever, sweating,"['Antimalarial drugs', 'Antipyretics', 'Antiemetic drugs', 'IV fluids', 'Blood transfusions']",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out,"[' chills', ' vomiting', ' high_fever', ' sweating']","[(' chills', 3), (' vomiting', 5), (' high_fever', 7), (' sweating', 3)]"
Chicken pox,itching, skin_rash, fatigue, lethargy,"['Antiviral drugs', 'Pain relievers', 'IV fluids', 'Blood transfusions', 'Platelet transfusions']",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"['itching', ' skin_rash', ' fatigue', ' lethargy']","[('itching', 1), (' skin_rash', 3), (' fatigue', 4), (' lethargy', 2)]"
Dengue, skin_rash, chills, joint_pain, vomiting,"['Antibiotics', 'Antipyretics', 'Analgesics', 'IV fluids', 'Corticosteroids']",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated,"[' skin_rash', ' chills', ' joint_pain', ' vomiting']","[(' skin_rash', 3), (' chills', 3), (' joint_pain', 3), (' vomiting', 5)]"
Typhoid, chills, vomiting, fatigue, high_fever,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"[' chills', ' vomiting', ' fatigue', ' high_fever']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' high_fever', 7)]"
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine,"['Vaccination', 'Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Liver transplant']",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication,"[' joint_pain', ' vomiting', ' yellowish_skin', ' dark_urine']","[(' joint_pain', 3), (' vomiting', 5), (' yellowish_skin', 3), (' dark_urine', 4)]"
Hepatitis B,itching, fatigue, lethargy, yellowish_skin,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",consult nearest hospital,vaccination,eat healthy,medication,"['itching', ' fatigue', ' lethargy', ' yellowish_skin']","[('itching', 1), (' fatigue', 4), (' lethargy', 2), (' yellowish_skin', 3)]"
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",Consult nearest hospital,vaccination,eat healthy,medication,"[' fatigue', ' yellowish_skin', ' nausea', ' loss_of_appetite']","[(' fatigue', 4), (' yellowish_skin', 3), (' nausea', 5), (' loss_of_appetite', 4)]"
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin,"['Antiviral drugs', 'IV fluids', 'Blood transfusions', 'Platelet transfusions', 'Liver transplant']",consult doctor,medication,eat healthy,follow up,"[' joint_pain', ' vomiting', ' fatigue', ' yellowish_skin']","[(' joint_pain', 3), (' vomiting', 5), (' fatigue', 4), (' yellowish_skin', 3)]"
Hepatitis E, joint_pain, vomiting, fatigue, high_fever,"['Alcohol cessation', 'Corticosteroids', 'IV fluids', 'Liver transplant', 'Nutritional support']",stop alcohol consumption,rest,consult doctor,medication,"[' joint_pain', ' vomiting', ' fatigue', ' high_fever']","[(' joint_pain', 3), (' vomiting', 5), (' fatigue', 4), (' high_fever', 7)]"
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach,"['Antibiotics', 'Isoniazid', 'Rifampin', 'Ethambutol', 'Pyrazinamide']",stop alcohol consumption,consult doctor,medication,follow up,"[' vomiting', ' yellowish_skin', ' abdominal_pain', ' swelling_of_stomach']","[(' vomiting', 5), (' yellowish_skin', 3), (' abdominal_pain', 4), (' swelling_of_stomach', 7)]"
Tuberculosis, chills, vomiting, fatigue, weight_loss,"['Antipyretics', 'Decongestants', 'Cough suppressants', 'Antihistamines', 'Pain relievers']",cover mouth,consult doctor,medication,rest,"[' chills', ' vomiting', ' fatigue', ' weight_loss']","[(' chills', 3), (' vomiting', 5), (' fatigue', 4), (' weight_loss', 3)]"
Common Cold, continuous_sneezing, chills, fatigue, cough,"['Antibiotics', 'Antiviral drugs', 'Antifungal drugs', 'IV fluids', 'Oxygen therapy']",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check,"[' continuous_sneezing', ' chills', ' fatigue', ' cough']","[(' continuous_sneezing', 4), (' chills', 3), (' fatigue', 4), (' cough', 4)]"
Pneumonia, chills, fatigue, cough, high_fever,"['Laxatives', 'Pain relievers', 'Warm baths', 'Cold compresses', 'High-fiber diet']",consult doctor,medication,rest,follow up,"[' chills', ' fatigue', ' cough', ' high_fever']","[(' chills', 3), (' fatigue', 4), (' cough', 4), (' high_fever', 7)]"
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,"['Nitroglycerin', 'Aspirin', 'Beta-blockers', 'Calcium channel blockers', 'Thrombolytic drugs']",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice,"[' constipation', ' pain_during_bowel_movements', ' pain_in_anal_region', ' bloody_stool']","[(' constipation', 4), (' pain_during_bowel_movements', 5), (' pain_in_anal_region', 6), (' bloody_stool', 5)]"
Heart attack, vomiting, breathlessness, sweating, chest_pain,"['Compression stockings', 'Exercise', 'Elevating the legs', 'Sclerotherapy', 'Laser treatments']",call ambulance,chew or swallow asprin,keep calm,,"[' vomiting', ' breathlessness', ' sweating', ' chest_pain']","[(' vomiting', 5), (' breathlessness', 4), (' sweating', 3), (' chest_pain', 7)]"
Varicose veins, fatigue, cramps, bruising, obesity,"['Levothyroxine', 'Antithyroid medications', 'Beta-blockers', 'Radioactive iodine', 'Thyroid surgery']",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long,"[' fatigue', ' cramps', ' bruising', ' obesity']","[(' fatigue', 4), (' cramps', 4), (' bruising', 4), (' obesity', 4)]"
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings,"['Antithyroid medications', 'Radioactive iodine', 'Thyroid surgery', 'Beta-blockers', 'Corticosteroids']",reduce stress,exercise,eat healthy,get proper sleep,"[' fatigue', ' weight_gain', ' cold_hands_and_feets', ' mood_swings']","[(' fatigue', 4), (' weight_gain', 3), (' cold_hands_and_feets', 5), (' mood_swings', 3)]"
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness,"['Glucose tablets', 'Candy or juice', 'Glucagon injection', 'IV dextrose', 'Diazoxide']",eat healthy,massage,use lemon balm,take radioactive iodine treatment,"[' fatigue', ' mood_swings', ' weight_loss', ' restlessness']","[(' fatigue', 4), (' mood_swings', 3), (' weight_loss', 3), (' restlessness', 5)]"
Hypoglycemia, vomiting, fatigue, anxiety, sweating,"['Pain relievers', 'Exercise', 'Hot and cold packs', 'Joint protection', 'Physical therapy']",lie down on side,check in pulse,drink sugary drinks,consult doctor,"[' vomiting', ' fatigue', ' anxiety', ' sweating']","[(' vomiting', 5), (' fatigue', 4), (' anxiety', 4), (' sweating', 3)]"
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain,"['NSAIDs', 'Disease-modifying antirheumatic drugs (DMARDs)', 'Biologics', 'Corticosteroids', 'Joint replacement surgery']",acetaminophen,consult nearest hospital,follow up,salt baths,"[' joint_pain', ' neck_pain', ' knee_pain', ' hip_joint_pain']","[(' joint_pain', 3), (' neck_pain', 5), (' knee_pain', 3), (' hip_joint_pain', 2)]"
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness,"['Vestibular rehabilitation', 'Canalith repositioning', 'Medications for nausea', 'Surgery', 'Home exercises']",exercise,use hot and cold therapy,try acupuncture,massage,"[' muscle_weakness', ' stiff_neck', ' swelling_joints', ' movement_stiffness']","[(' muscle_weakness', 2), (' stiff_neck', 4), (' swelling_joints', 5), (' movement_stiffness', 5)]"
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,,lie down,avoid sudden change in body,avoid abrupt head movment,relax,"[' vomiting', ' headache', ' nausea', ' spinning_movements']","[(' vomiting', 5), (' headache', 3), (' nausea', 5), (' spinning_movements', 6)]"
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,"['Antibiotics', 'Pain relievers', 'Antihistamines', 'Corticosteroids', 'Topical treatments']",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products,"[' skin_rash', ' pus_filled_pimples', ' blackheads', ' scurring']","[(' skin_rash', 3), (' pus_filled_pimples', 2), (' blackheads', 2), (' scurring', 2)]"
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,"['Antibiotics', 'Urinary analgesics', 'Phenazopyridine', 'Antispasmodics', 'Probiotics']",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics,"[' burning_micturition', ' bladder_discomfort', ' foul_smell_of urine', ' continuous_feel_of_urine']","[(' burning_micturition', 6), (' bladder_discomfort', 4), (' foul_smell_of urine', None), (' continuous_feel_of_urine', 6)]"
